X.1,X,YR,STATIONID,DEPTH_SSTA,MO_DAY_YR,STAT_ZONE,TOW_NO,DECSLAT,DECSLON,MESH_SIZE,MIN_FISH,BOT_TYPE,BOT_REG,ENVREC_STATIONID,TEMPSURF,TEMPMID,TEMPMAX,SALSURF,SALMID,SALMAX,CHLORSURF,CHLORMID,CHLORMAX,OXYSURF,OXYMID,OXYMAX,TURBSURF,TURBMID,TURBMAX,GENUS_BGS,SPEC_BGS,SumOfCNTEXP,rscpue,bathymetry,rugosity,date,month,day,optional,PLATFORM_COUNT,Sum_Length,carbonate.pcnt,gravel.prct,mud.prct,oyst.prct,rock.prct,sand.prct,optional.1,n.art.reef,art.reef.dis
13343,12777,2009,204902,35.8,10/12/2009 0:00,21,1,26.21,-96.91,1.63,30,,,204902,28.46,28.2,27.85,36.25,36.33,36.39,12.97,5.51,3.11,6.1,5.5,5.3,NA,NA,NA,LUTJANU,CAMPEC,23,0.76,-36,0.875,10/12/2009,10,12,TRUE,0,0,68.69999695,0,61,NA,0,38,TRUE,0,0.444484915
13344,12778,2009,204903,38.4,10/12/2009 0:00,21,1,26.18,-96.87,1.63,30,,,204903,28.48,28.23,27.88,36.26,36.28,36.45,7.72,4.57,2.48,5.6,6,5.2,NA,NA,NA,LUTJANU,CAMPEC,39,1.3,-38,0.375,10/12/2009,10,12,TRUE,0,0,70,0,61,NA,0,38,TRUE,0,0.444484915
13345,12779,2009,204904,32,10/13/2009 0:00,21,1,26.09,-96.93,1.63,31,,,204904,28.56,28.38,27.83,36.29,36.33,36.49,4.77,2.92,9.55,5.6,5.9,5.2,NA,NA,NA,LUTJANU,CAMPEC,17,0.54,-32,0.25,10/13/2009,10,13,TRUE,0,0,70,0,98,NA,0,1,TRUE,0,0.444484915
13346,12780,2009,204908,58.5,10/13/2009 0:00,21,1,26.13,-96.54,1.63,30,,,204908,28.56,28.56,26.43,36.59,36.59,36.55,0.98,1.17,3.99,5.6,5.8,5.6,NA,NA,NA,LUTJANU,CAMPEC,3,0.1,-59,0.625,10/13/2009,10,13,TRUE,0,0,0,0,47,NA,0,52,TRUE,0,0.444484915
13347,12781,2009,204909,62.7,10/13/2009 0:00,21,1,26.29,-96.5,1.63,30,,,204909,28.67,28.79,24.22,36.26,36.48,36.56,1.33,1.79,3.16,5.4,5.7,5.2,NA,NA,NA,LUTJANU,CAMPEC,6,0.2,-64,0.625,10/13/2009,10,13,TRUE,0,0,0,0,46,NA,0,53,TRUE,0,0.444484915
13348,12782,2009,204912,65.8,10/13/2009 0:00,21,1,26.55,-96.64,1.63,30,,,204912,28.76,28.72,22.2,36.24,36.46,36.54,1.91,1.55,2.54,5.5,5.8,4.3,NA,NA,NA,LUTJANU,CAMPEC,2,0.06,-68,1,10/13/2009,10,13,TRUE,0,0,62.59999847,0,100,NA,0,0,TRUE,0,0.444484915
13349,12783,2009,204913,44.4,10/14/2009 0:00,21,1,26.53,-96.79,1.63,30,,,204913,28.53,28.59,28.34,36.2,36.31,36.34,3.78,3.64,1.67,5.7,5.6,5.3,NA,NA,NA,LUTJANU,CAMPEC,33,1.1,-44,0.5,10/14/2009,10,14,TRUE,0,0,0,0,99,NA,0,0,TRUE,0,0.444484915
13350,12784,2009,204914,43.5,10/14/2009 0:00,21,1,26.55,-96.82,1.63,30,,,204914,28.57,28.41,28.19,35.95,36.29,36.36,5.48,3.67,1.63,6,5.6,5.2,NA,NA,NA,LUTJANU,CAMPEC,33,1.1,-44,1,10/14/2009,10,14,TRUE,0,0,3.400000095,0,99,NA,0,0,TRUE,0,0.444484915
13351,12785,2009,204915,70.4,10/14/2009 0:00,21,1,26.75,-96.73,1.63,30,,,204915,28.72,28.81,21.6,36.24,36.49,36.52,1.34,1.27,1.49,5.4,5.7,3.9,NA,NA,NA,LUTJANU,CAMPEC,2,0.06,-71,1.75,10/14/2009,10,14,TRUE,0,0,100,0,96,NA,100,3,TRUE,0,0.444484915
13352,12786,2009,204916,64.4,10/14/2009 0:00,21,1,26.79,-96.78,1.63,30,,,204916,28.66,28.73,22.18,36.26,36.48,36.55,2.23,1.21,1.63,5.1,5.7,4.2,NA,NA,NA,LUTJANU,CAMPEC,2,0.06,-66,1.125,10/14/2009,10,14,TRUE,0,0,99.80000305,0,96,NA,0,3,TRUE,0,0.444484915
13353,12787,2009,204917,54.3,10/14/2009 0:00,21,1,26.88,-96.88,1.63,30,,,204917,28.28,28.46,24.5,35.57,36.26,36.56,2.22,3.33,1.91,5.4,5.6,4,NA,NA,NA,LUTJANU,CAMPEC,32,1.06,-55,1,10/14/2009,10,14,TRUE,0,0,92.69999695,0,96,NA,0,3,TRUE,0,0.444484915
13354,12788,2009,204918,70,10/14/2009 0:00,21,1,26.9,-96.77,1.63,30,,,204918,28.61,28.79,22.24,36.27,36.48,36.54,2.2,1.26,1.36,5.4,5.8,3.9,NA,NA,NA,LUTJANU,CAMPEC,6,0.2,-72,1.125,10/14/2009,10,14,TRUE,0,1.47208593,98.80000305,0,96,NA,43,3,TRUE,0,0.444484915
13355,12789,2009,204919,71.1,10/14/2009 0:00,21,1,26.98,-96.77,1.63,30,,,204919,28.28,28.42,22.71,35.75,36.27,36.56,2.24,2.6,1.23,5.2,5.4,4.1,NA,NA,NA,LUTJANU,CAMPEC,4,0.13,-71,0.75,10/14/2009,10,14,TRUE,0,0,95.40000153,0,97,NA,0,2,TRUE,0,0.444484915
13356,12790,2009,204921,97.3,10/14/2009 0:00,20,1,27.06,-96.58,1.63,30,,,204921,29.07,26.68,20.62,36.51,36.59,36.56,0.93,1.51,1.13,6,6.5,4.2,NA,NA,NA,LUTJANU,CAMPEC,1,0.03,-101,1.375,10/14/2009,10,14,TRUE,0,0,100,0,98,NA,0,1,TRUE,0,0.444484915
13357,12791,2009,204922,60.2,10/14/2009 0:00,20,1,27.02,-96.84,1.63,30,,,204922,28.19,28.28,23.11,35.17,36.15,36.55,2.03,2.65,1.36,6.5,5.3,4,NA,NA,NA,LUTJANU,CAMPEC,17,0.56,-60,2.125,10/14/2009,10,14,TRUE,0,0.300117673,85.09999847,0,97,NA,0,2,TRUE,0,0.444484915
13358,12792,2009,204923,49.4,10/14/2009 0:00,20,1,27.1,-96.91,1.63,30,,,204923,28.3,28.3,27.2,35.33,35.63,36.56,1.6,2.54,1.11,6.7,5,4.7,NA,NA,NA,LUTJANU,CAMPEC,42,1.4,-50,0.75,10/14/2009,10,14,TRUE,0,0,2.099999905,0,97,NA,0,2,TRUE,0,0.444484915
13359,12793,2009,204924,46.1,10/14/2009 0:00,20,1,27.12,-96.94,1.63,30,,,204924,28.62,28.11,26.84,35.06,35.45,36.56,1.55,3.44,2.38,5.9,5.7,3.8,NA,NA,NA,LUTJANU,CAMPEC,40,1.33,-46,0.75,10/14/2009,10,14,TRUE,0,0,0,0,96,NA,0,2,TRUE,0,0.444484915
13360,12794,2009,204925,49.9,10/14/2009 0:00,20,1,27.16,-96.89,1.63,30,,,204925,28.53,28.15,25.02,35.18,35.47,36.62,1.41,3.16,1.85,5.7,5.7,3.6,NA,NA,NA,LUTJANU,CAMPEC,23,0.76,-51,0.875,10/14/2009,10,14,TRUE,0,0,0,0,97,NA,0,2,TRUE,0,0.444484915
13361,12795,2009,204926,64,10/14/2009 0:00,20,1,27.16,-96.78,1.63,30,,,204926,28.67,28.17,22.65,35.27,36.25,36.55,2.22,2.61,1.35,6.3,4.5,4.3,NA,NA,NA,LUTJANU,CAMPEC,15,0.5,-65,0.75,10/14/2009,10,14,TRUE,0,4.262831628,3.400000095,0,97,NA,0,2,TRUE,0,0.444484915
13362,12796,2009,204927,86.1,10/14/2009 0:00,20,1,27.26,-96.57,1.63,30,,,204927,28.87,28.89,21,35.21,36.5,36.52,1.41,1.76,1.91,6.9,5.7,4,NA,NA,NA,,,NA,0,-89,1.375,10/14/2009,10,14,TRUE,0,0,94.40000153,0,90,NA,0,9,TRUE,0,0.444484915
13363,12797,2009,204928,60.4,10/15/2009 0:00,20,1,27.41,-96.68,1.63,30,,,204928,28.57,28.19,22.9,34.64,35.89,36.53,3.03,2.36,1.71,7,5.4,4.8,NA,NA,NA,LUTJANU,CAMPEC,17,0.56,-62,0.75,10/15/2009,10,15,TRUE,0,0,97.19999695,0,88,NA,0,11,TRUE,0,0.444484915
13364,12798,2009,204929,73.5,10/15/2009 0:00,20,1,27.49,-96.5,1.63,31,,,204929,28.6,28.16,21.63,35.2,36.4,36.53,1.71,1.77,1.48,5.3,5.3,4,NA,NA,NA,,,NA,0,-75,1.75,10/15/2009,10,15,TRUE,0,0,99.90000153,0,96,NA,38,3,TRUE,0,0.444484915
13365,12799,2009,204930,60.5,10/15/2009 0:00,20,1,27.73,-96.36,1.63,30,,,204930,28.3,28.42,22.17,34.78,36.15,36.56,1.93,2.26,1.54,5.8,5.6,4.4,NA,NA,NA,LUTJANU,CAMPEC,24,0.8,-62,1.125,10/15/2009,10,15,TRUE,0,0,99.90000153,0,96,NA,0,3,TRUE,0,0.444484915
13366,12800,2009,204931,56.1,10/15/2009 0:00,20,1,27.78,-96.35,1.63,30,,,204931,28.14,28.34,22.3,34.69,36.54,36.57,2.19,2.42,1.64,5.7,4.3,4.4,NA,NA,NA,LUTJANU,CAMPEC,38,1.26,-57,0.625,10/15/2009,10,15,TRUE,0,0,99.59999847,0,96,NA,0,3,TRUE,0,0.444484915
13367,12801,2009,204932,64.2,10/15/2009 0:00,20,1,27.83,-96.06,1.63,30,,,204932,28.18,27.97,21.12,35.07,36.59,36.56,2.02,1.86,1.32,5.6,4.3,4.1,NA,NA,NA,LUTJANU,CAMPEC,1,0.03,-64,1.625,10/15/2009,10,15,TRUE,0,0.200331113,0.600000024,0,96,NA,30,3,TRUE,0,0.444484915
13368,12802,2009,204933,99.7,10/15/2009 0:00,20,1,27.68,-95.99,1.63,30,,,204933,28.37,24.29,19.47,35.82,36.57,36.51,1.55,1.33,0.72,5.7,5.6,3.7,NA,NA,NA,,,NA,0,-104,4.625,10/15/2009,10,15,TRUE,0,0,20,0,93,NA,0,6,TRUE,0,0.444484915
13369,12803,2009,204934,90,10/15/2009 0:00,20,1,27.71,-95.94,1.63,30,,,204934,28.31,27.75,21.14,35.8,36.54,36.54,1.64,2.35,1.3,6,5.3,4.2,NA,NA,NA,,,NA,0,-95,2.75,10/15/2009,10,15,TRUE,0,0,0,0,91,NA,0,7,TRUE,0,0.444484915
13370,12804,2009,204935,72.6,10/15/2009 0:00,20,1,27.78,-95.66,1.63,30,,,204935,28.28,28.35,20.73,35.73,36.45,36.58,1.69,3.3,1.29,5.6,5.4,4.1,NA,NA,NA,LUTJANU,CAMPEC,2,0.06,-75,1.25,10/15/2009,10,15,TRUE,0,0,0,NA,NA,NA,NA,NA,TRUE,0,0.444484915
13371,12805,2009,204936,56.7,10/15/2009 0:00,20,1,27.95,-95.56,1.63,30,,,204936,28.41,28.34,24.22,35.59,36.33,36.55,1.18,2.87,2.58,5.3,5.7,5,NA,NA,NA,LUTJANU,CAMPEC,12,0.4,-58,0.75,10/15/2009,10,15,TRUE,0,0,70.59999847,NA,NA,NA,NA,NA,TRUE,0,0.444484915
13372,12806,2009,204941,17.4,10/17/2009 0:00,18,1,29.2,-94.58,1.63,30,,,204941,26.63,26.67,26.66,32.56,32.64,32.73,6.37,6.04,6.38,5.5,6.1,5.5,NA,NA,NA,,,NA,0,-16,0.625,10/17/2009,10,17,TRUE,0,0,26.79999924,0,92,NA,0,7,TRUE,0,0.444484915
13373,12807,2009,204942,17.6,10/17/2009 0:00,18,1,29.18,-94.61,1.63,30,,,204942,26.61,26.62,26.64,32.49,32.5,32.57,5.56,5.24,4.7,5.4,5.7,5.7,NA,NA,NA,,,NA,0,-17,1.25,10/17/2009,10,17,TRUE,0,0,27,0,94,NA,0,4,TRUE,0,0.444484915
13374,12808,2009,204943,18.5,10/17/2009 0:00,18,1,29.12,-94.69,1.63,30,,,204943,26.61,26.67,26.74,32.76,32.8,32.9,4.48,4.29,5.06,5.6,5.9,5.7,NA,NA,NA,,,NA,0,-18,0.75,10/17/2009,10,17,TRUE,0,0.154748248,29.60000038,0,99,NA,0,0,TRUE,0,0.444484915
13375,12809,2009,204944,18.7,10/18/2009 0:00,18,1,29.08,-94.71,1.63,30,,,204944,26.76,26.76,27.1,33.11,33.11,33.54,3.04,2.92,5.33,5.8,6.1,5.2,NA,NA,NA,LUTJANU,CAMPEC,2,0.06,-18,0.375,10/18/2009,10,18,TRUE,0,0,97,1,90,NA,0,8,TRUE,0,0.444484915
13376,12810,2009,204945,19.2,10/18/2009 0:00,18,1,29.01,-94.49,1.63,30,,,204945,27.04,27.06,27.25,33.62,33.63,34.13,3.7,3.76,4.68,5.3,5.7,5.6,NA,NA,NA,LUTJANU,CAMPEC,6,0.2,-17,0.75,10/18/2009,10,18,TRUE,0,0,99.09999847,0,67,NA,0,31,TRUE,0,0.444484915
13377,12811,2009,204946,17.6,10/18/2009 0:00,18,1,28.99,-94.61,1.63,30,,,204946,26.87,26.86,27.14,33.36,33.37,33.78,3.23,3.12,4.29,5.5,5.9,5.7,NA,NA,NA,LUTJANU,CAMPEC,11,0.36,-16,0.5,10/18/2009,10,18,TRUE,0,0,90.30000305,11,62,NA,0,26,TRUE,0,0.444484915
13378,12812,2009,204947,14.4,10/18/2009 0:00,18,1,29.05,-94.95,1.63,30,,,204947,25.99,26,26.01,30.86,30.87,30.87,4.81,4.72,4,5.4,5.8,5.8,NA,NA,NA,LUTJANU,CAMPEC,2,0.06,-14,0.875,10/18/2009,10,18,TRUE,0,0,98.40000153,5,89,NA,0,5,TRUE,0,0.444484915
13379,12813,2009,204948,15.4,10/18/2009 0:00,18,1,29.02,-95,1.63,30,,,204948,26.17,26.15,26.17,31.49,31.49,31.49,3.87,3.65,4.38,5.6,5.7,5.7,NA,NA,NA,LUTJANU,CAMPEC,2,0.06,-14,0.75,10/18/2009,10,18,TRUE,0,0,99.30000305,0,0,NA,0,99,TRUE,0,0.444484915
13380,12814,2009,204949,15.4,10/18/2009 0:00,19,1,28.94,-95.17,1.63,30,,,204949,25.31,25.31,25.33,30.26,30.26,30.26,12.07,11.29,11.29,5.6,6,6,NA,NA,NA,,,NA,0,-14,0.375,10/18/2009,10,18,TRUE,0,0,0,0,61,NA,0,37,TRUE,0,0.444484915
13381,12815,2009,204950,17,10/18/2009 0:00,19,1,28.91,-95.16,1.63,30,,,204950,25.94,25.93,26.52,31.34,31.33,31.95,4.19,3.44,4.31,5.5,5.8,5.4,NA,NA,NA,,,NA,0,-16,1.5,10/18/2009,10,18,TRUE,0,0,0,0,99,NA,0,0,TRUE,0,0.444484915
13382,12816,2009,204951,20.1,10/18/2009 0:00,19,1,28.82,-95.1,1.63,30,,,204951,26.37,26.43,26.48,33.34,33.4,33.5,4.2,4.37,4.69,5.4,5.7,5.6,NA,NA,NA,LUTJANU,CAMPEC,10,0.33,-20,0,10/18/2009,10,18,TRUE,0,1.005174771,43.09999847,1,32,NA,0,65,TRUE,0,0.444484915
13383,12817,2009,204952,20.5,10/18/2009 0:00,19,1,28.81,-95.07,1.63,30,,,204952,26.79,26.8,26.8,34.31,34.31,34.32,4.78,4.93,5.07,5.4,5.4,5.4,NA,NA,NA,LUTJANU,CAMPEC,8,0.26,-19,0.25,10/18/2009,10,18,TRUE,0,0,68.09999847,0,35,NA,0,65,TRUE,0,0.444484915
13384,12818,2009,204953,23.4,10/18/2009 0:00,19,1,28.65,-95.28,1.63,30,,,204953,26.96,26.99,27.08,34.11,34.13,34.2,4.44,4.33,4.38,5.4,5.3,5.3,NA,NA,NA,LUTJANU,CAMPEC,27,0.9,-23,0.5,10/18/2009,10,18,TRUE,0,0,1.600000024,0,65,NA,0,34,TRUE,0,0.444484915
13385,12819,2009,204954,16.8,10/18/2009 0:00,19,1,28.68,-95.51,1.63,30,,,204954,25.73,25.7,25.78,29.88,29.89,30.08,7.94,7.43,6.41,5.6,5.9,5.8,NA,NA,NA,LUTJANU,CAMPEC,1,0.03,-16,0.5,10/18/2009,10,18,TRUE,0,0,19.39999962,2,3,NA,0,93,TRUE,0,0.444484915
13386,12820,2009,204956,30.4,10/18/2009 0:00,19,1,28.44,-95.41,1.63,30,,,204956,27.51,27.74,27.79,35.15,35.33,35.5,3.49,3.98,3.67,5.4,4.8,5.1,NA,NA,NA,LUTJANU,CAMPEC,34,1.13,-30,0.25,10/18/2009,10,18,TRUE,0,0,97.30000305,1,48,NA,0,50,TRUE,0,0.444484915
13387,12821,2009,204957,28.9,10/18/2009 0:00,19,1,28.45,-95.52,1.63,30,,,204957,27.07,27.14,27.57,33.65,34.11,34.77,5.46,3.84,2.76,5.3,5.7,5.3,NA,NA,NA,LUTJANU,CAMPEC,25,0.83,-28,0.375,10/18/2009,10,18,TRUE,0,0,96.30000305,9,88,NA,0,2,TRUE,0,0.444484915
13388,12822,2009,204958,25.6,10/19/2009 0:00,19,1,28.46,-95.61,1.63,30,,,204958,26.58,26.82,27.44,32.31,32.81,34.03,3.87,3.44,3.16,5.2,5.6,4.9,NA,NA,NA,LUTJANU,CAMPEC,4,0.13,-25,0.5,10/19/2009,10,19,TRUE,0,0,66.30000305,0,65,NA,0,34,TRUE,0,0.444484915
13389,12823,2009,204959,17.6,10/19/2009 0:00,19,1,28.51,-95.86,1.63,30,,,204959,26.05,26.07,26.14,30.95,30.96,31.01,4.42,3.97,19.72,6.5,6.1,5.9,NA,NA,NA,LUTJANU,CAMPEC,4,0.13,-13,3,10/19/2009,10,19,TRUE,0,0,NA,0,64,NA,0,35,TRUE,0,0.444484915
13390,12824,2009,204960,18.5,10/19/2009 0:00,19,1,28.49,-95.89,1.63,30,,,204960,26.16,26.16,26.14,31.06,31.06,31.05,5.7,5.16,22.06,5.8,6.1,6,NA,NA,NA,LUTJANU,CAMPEC,15,0.5,-18,0.375,10/19/2009,10,19,TRUE,0,0,NA,0,73,NA,0,25,TRUE,0,0.444484915
13391,12825,2009,204961,16.6,10/19/2009 0:00,19,1,28.46,-96.02,1.63,30,,,204961,26.08,26.09,26.09,31.24,31.24,31.24,4.73,4.63,4.55,5.8,6.1,6.1,NA,NA,NA,,,NA,0,-16,0.625,10/19/2009,10,19,TRUE,0,0,NA,0,89,NA,0,9,TRUE,0,0.444484915
13392,12826,2009,204962,16.1,10/19/2009 0:00,19,1,28.45,-96.09,1.63,30,,,204962,25.89,25.89,25.9,31.28,31.28,31.28,4.46,4.55,5.01,5.7,5.9,5.9,NA,NA,NA,LUTJANU,CAMPEC,2,0.06,-15,0.125,10/19/2009,10,19,TRUE,0,0,NA,0,69,NA,0,30,TRUE,0,0.444484915
13393,12827,2009,204963,25.4,10/19/2009 0:00,19,1,28.27,-95.93,1.63,30,,,204963,26.39,26.84,26.88,32.67,33.15,33.48,4.12,2.6,3.16,5.4,5.8,5.6,NA,NA,NA,LUTJANU,CAMPEC,98,3.26,-25,0.25,10/19/2009,10,19,TRUE,0,0,0,0,70,NA,0,28,TRUE,0,0.444484915
13394,12828,2009,204964,30.4,10/19/2009 0:00,19,1,28.21,-95.88,1.63,30,,,204964,26.65,27.17,27.73,33.6,34.24,34.73,3.11,2.86,3.04,5.5,5.2,4.5,NA,NA,NA,LUTJANU,CAMPEC,154,5.13,-30,0.375,10/19/2009,10,19,TRUE,0,0,0,0,83,NA,0,15,TRUE,0,0.444484915
13395,12829,2009,204965,35.7,10/19/2009 0:00,19,1,28.13,-95.89,1.63,30,,,204965,27.33,27.4,27.38,35.73,35.74,35.73,1.81,1.76,1.7,5.4,5.8,5.8,NA,NA,NA,LUTJANU,CAMPEC,145,4.83,-37,0.5,10/19/2009,10,19,TRUE,0,0,0,NA,NA,NA,NA,NA,TRUE,0,0.444484915
13396,12830,2009,204966,30.4,10/19/2009 0:00,19,1,28.16,-96,1.63,30,,,204966,26.98,27.3,27.43,34.18,34.39,34.78,1.9,2.62,2.02,5.4,5.7,5.6,NA,NA,NA,LUTJANU,CAMPEC,114,3.8,-31,0.5,10/19/2009,10,19,TRUE,0,0,0,0,27,NA,0,71,TRUE,0,0.444484915
13397,12831,2009,204967,19.4,10/19/2009 0:00,19,1,28.34,-96.18,1.63,31,,,204967,26.23,26.22,26.23,32.03,32.03,32.04,3.74,4.4,3.98,5.6,5.8,5.7,NA,NA,NA,LUTJANU,CAMPEC,12,0.38,-19,0.5,10/19/2009,10,19,TRUE,0,0,NA,0,76,NA,0,23,TRUE,0,0.444484915
13398,12832,2009,204968,21.9,10/19/2009 0:00,19,1,28.25,-96.3,1.63,30,,,204968,26.46,26.44,26.42,32.42,32.42,32.46,3.06,4.5,3.1,5.7,5.9,5.8,NA,NA,NA,LUTJANU,CAMPEC,44,1.46,-22,0,10/19/2009,10,19,TRUE,0,5.651468046,NA,0,85,NA,0,13,TRUE,0,0.444484915
13399,12833,2009,204969,26.9,10/19/2009 0:00,19,1,28.11,-96.3,1.63,30,,,204969,26.74,26.77,26.75,33.02,33.14,33.23,2.92,4.1,2.71,5.4,5.8,5.6,NA,NA,NA,LUTJANU,CAMPEC,46,1.53,-26,0.25,10/19/2009,10,19,TRUE,0,0.8146879,0,0,74,NA,30,24,TRUE,0,0.444484915
13400,12834,2009,204970,35.5,10/19/2009 0:00,20,1,27.99,-96.32,1.63,30,,,204970,26.69,27.31,27.9,33.4,34.4,35.69,3.49,3.03,3.33,5.6,5.6,5,NA,NA,NA,LUTJANU,CAMPEC,19,0.63,-29,5,10/19/2009,10,19,TRUE,0,0,0,0,81,NA,0,18,TRUE,0,0.444484915
13401,12835,2009,204971,49.9,10/19/2009 0:00,20,1,27.9,-96.22,1.63,30,,,204971,27.21,27.66,25.8,34.75,35.36,36.45,3.58,3.13,3.86,5.7,5.8,3.3,NA,NA,NA,LUTJANU,CAMPEC,16,0.53,-51,1,10/19/2009,10,19,TRUE,0,0.84963627,4.800000191,0,81,NA,0,18,TRUE,0,0.444484915
13402,12836,2009,204972,52.5,10/19/2009 0:00,20,1,27.91,-96.14,1.63,30,,,204972,27.53,27.74,24.2,35.14,35.8,36.55,2.36,2.73,2.36,5.4,5.8,4,NA,NA,NA,LUTJANU,CAMPEC,21,0.7,-53,0.75,10/19/2009,10,19,TRUE,0,0,0.899999976,0,81,NA,0,18,TRUE,0,0.444484915
13403,12837,2009,204973,48.3,10/20/2009 0:00,20,1,27.97,-96,1.63,30,,,204973,27.64,27.64,25.74,35.64,35.65,36.49,2.9,3.13,4.25,5.3,5.7,4.3,NA,NA,NA,LUTJANU,CAMPEC,30,1,-47,1.125,10/20/2009,10,20,TRUE,0,0,0,NA,NA,NA,NA,NA,TRUE,0,0.444484915
13404,12838,2009,204974,54.9,10/20/2009 0:00,20,1,27.91,-95.9,1.63,30,,,204974,27.52,27.64,23.65,35.73,35.8,36.53,2.2,2.61,2.67,5.6,5.8,4.7,NA,NA,NA,LUTJANU,CAMPEC,16,0.53,-55,0.75,10/20/2009,10,20,TRUE,0,0,0,NA,NA,NA,NA,NA,TRUE,0,0.444484915
13405,12839,2009,204975,50.7,10/20/2009 0:00,19,1,28.03,-95.57,1.63,30,,,204975,27.39,27.46,25.69,35.85,35.88,36.54,2.83,2.71,2.68,5.7,5.7,3.6,NA,NA,NA,LUTJANU,CAMPEC,33,1.1,-51,0.375,10/20/2009,10,20,TRUE,0,0,0,26,72,NA,0,0,TRUE,0,0.444484915
13406,12840,2009,204976,43.2,10/20/2009 0:00,19,1,28.1,-95.65,1.63,30,,,204976,27.56,27.57,27.59,36.05,36.05,36.14,2.56,2.39,2.79,5.5,5.8,5.6,NA,NA,NA,LUTJANU,CAMPEC,40,1.33,-45,0.75,10/20/2009,10,20,TRUE,0,0,0,NA,NA,NA,NA,NA,TRUE,0,0.444484915
13407,12841,2009,204977,37.7,10/20/2009 0:00,19,1,28.23,-95.54,1.63,30,,,204977,27.11,27.13,27.62,35.61,35.62,36.16,2.73,2.96,6.21,5.5,5.8,3.8,NA,NA,NA,LUTJANU,CAMPEC,86,2.86,-38,0.5,10/20/2009,10,20,TRUE,0,1.386131068,69.59999847,26,72,NA,0,0,TRUE,0,0.444484915
13408,12842,2009,204978,36.2,10/20/2009 0:00,19,1,28.26,-95.52,1.63,30,,,204978,27.07,27.07,27.5,35.61,35.61,36.27,2.24,2.29,3.99,5.3,5.7,4.3,NA,NA,NA,LUTJANU,CAMPEC,70,2.33,-36,0.375,10/20/2009,10,20,TRUE,0,3.852476954,56.40000153,23,75,NA,0,0,TRUE,0,0.444484915
13409,12843,2009,204979,38.4,10/20/2009 0:00,19,1,28.28,-95.26,1.63,30,,,204979,27.32,27.32,27.47,36.03,36.03,36.25,2.37,2.41,1.83,5.6,5.6,5.6,NA,NA,NA,LUTJANU,CAMPEC,33,1.1,-40,0.75,10/20/2009,10,20,TRUE,0,0,96.80000305,3,82,NA,0,13,TRUE,0,0.444484915
13410,12844,2009,204981,44.4,10/20/2009 0:00,19,1,28.24,-95.16,1.63,30,,,204981,27.32,27.31,27.28,36.33,36.33,36.34,1.15,1.86,2.18,5.2,5.7,5.7,NA,NA,NA,LUTJANU,CAMPEC,91,3.03,-46,0.625,10/20/2009,10,20,TRUE,0,0,74.19999695,2,81,NA,0,16,TRUE,0,0.444484915
13411,12845,2009,204982,48.5,10/20/2009 0:00,18,1,28.23,-94.91,1.63,30,,,204982,27.27,27.26,27.25,36.43,36.43,36.44,1.75,2.96,2.58,5.3,5.7,5.8,NA,NA,NA,LUTJANU,CAMPEC,65,2.16,-49,0.375,10/20/2009,10,20,TRUE,0,0,94.90000153,32,47,NA,0,19,TRUE,0,0.444484915
13412,12846,2009,204984,63.5,10/20/2009 0:00,18,1,28.07,-94.63,1.63,30,,,204984,27.17,27.17,21.74,36.41,36.41,36.52,1.46,1.61,4.96,5.7,5.8,3.7,NA,NA,NA,LUTJANU,CAMPEC,4,0.13,-62,0.875,10/20/2009,10,20,TRUE,0,0,49.40000153,50,34,NA,0,16,TRUE,0,0.444484915
13413,12847,2009,204987,56.1,10/21/2009 0:00,18,1,28.16,-94.35,1.63,30,,,204987,27.15,27.16,23.8,36.4,36.4,36.57,1.47,1.48,4.03,5.8,5.8,4.8,NA,NA,NA,LUTJANU,CAMPEC,21,0.7,-57,0.75,10/21/2009,10,21,TRUE,0,0,20.5,89,1,NA,100,9,TRUE,0,0.444484915
13414,12848,2009,204988,41.5,10/21/2009 0:00,18,1,28.4,-94.46,1.63,30,,,204988,27.32,27.34,27.34,36.46,36.47,36.47,3.76,3.17,3.2,5.5,5.8,5.8,NA,NA,NA,LUTJANU,CAMPEC,62,2.06,-42,0.5,10/21/2009,10,21,TRUE,0,0,NA,NA,NA,NA,NA,NA,TRUE,0,0.444484915
13415,12849,2009,204990,34.4,10/21/2009 0:00,18,1,28.53,-94.62,1.63,30,,,204990,27.08,27.09,27.09,36.19,36.19,36.19,2.61,3.02,2.74,5.8,5.7,5.8,NA,NA,NA,LUTJANU,CAMPEC,37,1.23,-38,3,10/21/2009,10,21,TRUE,0,0,0,0,72,NA,0,26,TRUE,0,0.444484915
13416,12850,2009,204991,34.6,10/21/2009 0:00,19,1,28.48,-95.02,1.63,30,,,204991,27.02,27.02,27.08,35.89,35.9,30.63,4.44,4.53,1.16,5.8,5.9,5,NA,NA,NA,LUTJANU,CAMPEC,18,0.6,-35,0.625,10/21/2009,10,21,TRUE,0,0,98.19999695,1,79,NA,0,19,TRUE,0,0.444484915
13417,12851,2009,204992,36.4,10/21/2009 0:00,18,1,28.46,-94.98,1.63,30,,,204992,27.14,27.12,27.13,36.19,36.18,36.19,3.22,4.12,4.57,5.7,5.7,5.8,NA,NA,NA,LUTJANU,CAMPEC,14,0.46,-37,0.625,10/21/2009,10,21,TRUE,0,0,99.59999847,1,76,NA,0,21,TRUE,0,0.444484915
